corofpricing,The correctness of the pricing:,Правильность цены:,L'exactitude du prix:,Die Richtigkeit der Preisgestaltung:,La corrección del precio:,La correttezza dei prezzi:
few,Few,Мало,Peu,Wenig,Pocos,Pochi
todaysales,Today sales,Продажи сегодня,Ventes d'aujourd'hui,Heute Umsatz,Ventas de hoy,Oggi vendite
todayprofit,Today profit,Прибыль сегодня,Aujourd'hui bénéficie,Heute Gewinn,Hoy ganancias,Oggi profitto
userrating,User rating,Пользовательская оценка,Note de l'utilisateur,Benutzer-Bewertung,Opiniones de los usuarios,Voto dell'utente
hype,Hype,Ажиотаж,Battage publicitaire,Hype,Bombo publicitario,Montatura pubblicitaria
netprofit,Net profit,Чистая прибыль,Bénéfice net,Reingewinn,Beneficio neto,Profitto netto
allsales,All sales,Все продажи,Toutes les ventes,Alle Verkäufe,Todas las ventas,Tutte le vendite
profit,Profit,Прибыль,Profit,Profitieren,Ganancia,Profitto
reviews,Reviews,Отзывы,Commentaires,Bewertungen,Reseñas,Recensioni
marketing,Marketing,Маркетинг,Commercialisation,Marketing,Marketing,Marketing
marketingText,"Be careful, for each game you can run an advertising campaign only once every three months.","Будьте осторожны, для каждой игры вы можете проводить рекламную кампанию только раз в три месяца.","Soyez prudent, pour chaque jeu, vous ne pouvez mener une campagne publicitaire une seule fois tous les trois mois.","Seien Sie vorsichtig, für jedes Spiel können Sie eine Werbekampagne nur einmal alle drei Monate durchführen.","Tenga cuidado, para cada juego puede ejecutar una campaña publicitaria solo una vez cada tres meses.","Fai attenzione, per ogni gioco puoi eseguire una campagna pubblicitaria solo una volta ogni tre mesi."
marketing.0,Forums,Форумы,Forums,Foren,Foros,Forum
marketing.1,Mail,Почта,Poster,Post,Correo,Posta
marketing.2,Social networks,Социальные сети,Réseaux sociaux,Soziale Netzwerke,Redes sociales,Social networks
marketing.3,Influencer,Инфлюенсер,Influenceur,Influencer,Hombre de influencia,Influencer
marketing.4,Internet,Интернет,l'Internet,Internet,Internet,Internet
marketing.5,TV,TV,la télé,Fernseher,TELEVISOR,tv
max,Max,Макс,Max,Max,Máximo,Max
devduration,Development duration,Продолжительность развития,Durée de développement,Entwicklungsdauer,Duración del desarrollo,Durata dello sviluppo
requserrating,Required user rating,Необходимый рейтинг,Évaluation de l'utilisateur requise,Erforderliche Benutzerbewertung,Calificación de usuario requerida,Valutazione utente richiesta
receivedbonus,Received bonus,Полученный бонус,Bonus reçu,Bonus erhalten,Recibió bono,Bonus ricevuto
receivedpayment,Received payment,Полученный платеж,Paiement reçu,Zahlung erhalten,Pago recibido,Pagamento ricevuto
small,Small,Небольшое,Petit,Klein,Pequeño,Piccolo
medium ,Medium,Среднее,Moyen,Mittel,Medio,medio
big,Big,Большое,Grand,Groß,Grande,Grande
chooseGame,Choose game ,Выберите игру,Choisir le jeu,Wählen Sie Spiel,Elige el juego,Scegli il gioco
updating,Updating,Обновление,Mise à jour,Aktualisierung,Actualización,In aggiornamento
gamenotselected,Game not selected,Игра не выбрана,Jeu non sélectionné,Spiel nicht ausgewählt,Juego no seleccionado,Gioco non selezionato
from,From,От,Depuis,Aus,De,Da
to,To,К,Pour,Zu,A,A
mailTheme.0,Too many bugs in game,Слишком много ошибок в игре,Trop de bugs dans le jeu,Zu viele Fehler im Spiel,Demasiados errores en el juego,Troppi bug nel gioco
mailTheme.1,Engine license bought,Лицензия на двигатель куплена,Licence moteur achetée,Motorlizenz gekauft,Licencia de motor comprada,Acquistata la patente del motore
mailTheme.2,Platform license bought,Лицензия на платформу куплена,Licence de plate-forme achetée,Plattformlizenz gekauft,Licencia de plataforma comprada,Licenza della piattaforma acquistata
mailTheme.3,Employee hired,Сотрудник нанят,Employé embauché,Mitarbeiter eingestellt,Empleado contratado,Dipendente assunto
mailTheme.4,Employee fired,Сотрудник уволен,Employé licencié,Mitarbeiter entlassen,Empleado despedido,Dipendente licenziato
mailTheme.5,Monthly budget report,Ежемесячный бюджетный отчет,Rapport de budget mensuel,Monatlicher Haushaltsbericht,Informe de presupuesto mensual,Rapporto mensile di bilancio
wl.0,"You have a negative balance, if the account drops to minus $250,000 you will be bankrupt and lose, so be careful.","У вас отрицательный баланс, если счет упадет до минус 250 000 долларов, вы обанкротитесь и проиграете, так что будьте осторожны.","Vous avez un solde négatif, si le compte tombe à moins de 250 000 $, vous ferez en faillite et perdez, alors soyez prudent.","Sie haben einen negativen Restbetrag. Wenn das Konto auf minus 250.000 US -Dollar fällt, sind Sie bankrott und verlieren. Seien Sie also vorsichtig.","Tiene un saldo negativo, si la cuenta cae a menos $ 250,000, estará en bancarrota y perderá, así que tenga cuidado.","Hai un saldo negativo, se il conto scende a meno di $ 250.000 sarai fallito e perde, quindi fai attenzione."
wl.1,"You are head over heels in debt and cannot pay off. The bank confiscates your property.Who knows how your story would have developed if you had a little more money, but unfortunately you lost. Now you are forced to work as a janitor or delivery man. Perhaps you will be accepted as a developer in another company.","Вы по уши в долгах и не можете расплатиться. Банк конфискует ваше имущество. Кто знает, как бы сложилась ваша история, если бы у вас было немного больше денег, но, к сожалению, вы проиграли. Теперь вы вынуждены работать дворником или курьером. Возможно, вас возьмут разработчиком в другую компанию.","Vous êtes endetté et vous ne pouvez pas porter ses fruits. La banque confisque votre propriété. Qui sait comment votre histoire se serait développée si vous aviez un peu plus d'argent, mais malheureusement vous avez perdu. Vous êtes maintenant obligé de travailler comme concierge ou livreur. Vous serez peut-être accepté en tant que développeur dans une autre entreprise.","Sie sind Schulleiter und können sich nicht auszahlen. Die Bank beschlagnahmt Ihr Eigentum. Wer weiß, wie sich Ihre Geschichte entwickelt hätte, wenn Sie ein bisschen mehr Geld hätten, aber leider haben Sie verloren. Jetzt sind Sie gezwungen, als Hausmeister oder Liefermann zu arbeiten. Vielleicht werden Sie als Entwickler in einem anderen Unternehmen akzeptiert.","Usted está en la deuda y no puede dar sus frutos. El banco confisca su propiedad. Quién sabe cómo se habría desarrollado su historia si tuviera un poco más de dinero, pero desafortunadamente perdió. Ahora se ve obligado a trabajar como conserje o repartidor. Quizás sea aceptado como desarrollador en otra empresa.","Sei a testa in debito e non puoi ripagare. La banca confisca la tua proprietà. Che sa come si sarebbe sviluppata la tua storia se avessi un po 'più di soldi, ma sfortunatamente hai perso. Ora sei costretto a lavorare come bidello o mandato. Forse sarai accettato come sviluppatore in un'altra azienda."
wl.2,"You have reached to the end of the game. You held out and were able to realize your dreams and write your name in the gamedev industry. You may not have been the number one company in the world, but there are still many others who could not reach such heights as you. Congratulations !","Вы дошли до конца игры. Вы выстояли и смогли реализовать свои мечты и написать свое имя в индустрии разработки игр. Возможно, вы не были компанией номер один в мире, но есть еще много других, которые не смогли достичь таких высот, как вы. Поздравляем!","Vous avez atteint la fin du jeu. Vous avez résisté et avez pu réaliser vos rêves et écrire votre nom dans l'industrie de Gamedv. Vous n'êtes peut-être pas l'entreprise numéro un dans le monde, mais il y en a encore beaucoup qui ne pourraient pas atteindre des sommets que vous. Toutes nos félicitations !","Sie haben bis zum Ende des Spiels angegriffen. Sie haben Ihre Träume verwirklicht und Ihren Namen in der Spielbranche schreiben. Sie waren vielleicht nicht das Unternehmen Nummer eins der Welt, aber es gibt immer noch viele andere, die wie Sie nicht solche Höhen erreichen konnten. Glückwunsch !","Has llegado al final del juego. Te mantuviste fuera y pudiste realizar tus sueños y escribir tu nombre en la industria de Gamedev. Es posible que no haya sido la compañía número uno en el mundo, pero todavía hay muchos otros que no podrían alcanzar las alturas como usted. Felicidades !","Hai raggiunto la fine del gioco. Hai resistito e sei stato in grado di realizzare i tuoi sogni e scrivere il tuo nome nel settore di Gamedev. Potresti non essere stata la società numero uno al mondo, ma ce ne sono ancora molti che non sono riusciti a raggiungere altezze come te. Congratulazioni!"
wltheme.0,Low balance,Маленький баланс,Basse balance,Niedriges Gleichgewicht,Bajo equilibrio,Basso equilibrio
wltheme.1,Bankruptcy,Банкротство,La faillite,Konkurs,Bancarrota,Fallimento
wltheme.2,Game end,Конец игры,Fin du jeu,Spielende,Juego terminado,Fine del gioco
bgColor.0,Grey,Серый,Gris,Grau,Gris,Grigio
bgColor.1,Pink,Розовый,Rose,Rosa,Rosado,Rosa
bgColor.2,Blue,Синий,Bleu,Blau,Azul,Blu
bgColor.3,Mint,Мятный,menthe,Minze,menta,menta
bgColor.4,Yellow,Жёлтый,Jaune,Gelb,Amarillo,Giallo
menu,Menu,Меню,Menu,Speisekarte,Menú,Menù
settings,Settings,Настройки,Paramètres,Einstellungen,Ajustes,Impostazioni
background,Background,Фон,Arrière-plan,Hintergrund,Fondo,Sfondo
language,Language,Язык,Langue,Sprache,Idioma,Lingua
screensize,Screen size,Размер экрана,Taille de l'écran,Bildschirmgröße,Tamaño de pantalla,Dimensione dello schermo
musicvolume,Music volume,Громкость музыки,Volume de la musique,Musiklautstärke,Volumen de la música,Volume della musica
sfxvolume,SFX volume,Громкость SFX,Volume SFX,SFX Volumen,Volumen de SFX,Volume SFX
apply,Apply,Применить,Appliquer,Anwenden,Aplicar,Fare domanda a
exit,Exit,Выход,Sortie,Ausfahrt,Salida,Uscita
comname,Company name...,Название компании...,Nom de l'entreprise...,Name der Firma...,Nombre de empresa...,Nome della ditta...
plname,Player name...,Имя игрока...,Nom de joueur...,Spielername...,Nombre del jugador...,Nome del giocatore...
startmoney,Start money,Начальные деньги,Démarrer de l'argent,Geld starten,Iniciar dinero,Inizia i soldi
save,Save,Сохранить,Sauvegarder,Speichern,Ahorrar,Salva
load,Load,Загрузить,Charger,Belastung,Carga,Carico
mainmenu,Main menu,Главное меню,Menu principal,Hauptmenü,Menú principal,Menu principale
rating,Rating,Рейтинг,Notation,Bewertung,Clasificación,Valutazione
